time;process_time;sensor_PT100_1;sensor_PT100_2;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2
15:28:50,314;996,00;42,747224;20,320982;35,575334;35,385775;55,176914;25,133052;73,542059;31,30918
15:28:51,313;997,00;42,746606;20,320215;35,579495;35,39009;55,228357;25,184491;73,593502;31,412072
15:28:52,314;998,00;42,745989;20,320369;35,580882;35,391477;55,176914;25,184491;73,490617;31,30918
15:28:53,314;999,00;42,747224;20,318681;35,582577;35,393326;55,022584;25,184491;73,490617;31,360626
15:28:54,313;1000,00;42,744753;20,318681;35,585659;35,396409;55,2798;25,133052;73,490617;31,257734
15:28:55,314;1001,00;42,743363;20,3173;35,586122;35,397487;55,228357;25,184491;73,696386;31,30918
15:28:56,314;1002,00;42,742591;20,318374;35,588587;35,400569;55,228357;25,184491;73,696386;31,360626
15:28:57,313;1003,00;42,743981;20,318067;35,588895;35,402265;55,331243;25,184491;73,644944;31,30918
15:28:58,314;1004,00;42,743981;20,315919;35,589974;35,401648;55,2798;25,23593;73,644944;31,463518
15:28:59,314;1005,00;42,745062;20,315459;35,592286;35,402419;55,2798;25,23593;73,747829;31,463518
15:29:00,313;1006,00;42,746761;20,315766;35,595214;35,403189;55,331243;25,23593;73,747829;31,257734
15:29:01,314;1007,00;42,748151;20,31638;35,596909;35,40473;55,2798;25,23593;73,696386;31,360626
15:29:02,314;1008,00;42,747688;20,315612;35,598912;35,403806;55,176914;25,184491;73,850713;31,463518
15:29:03,313;1009,00;42,748151;20,316686;35,60107;35,403652;55,228357;25,081613;73,799271;31,412072
15:29:04,314;1010,00;42,748305;20,314538;35,605693;35,405809;55,074027;25,133052;73,799271;31,412072
15:29:05,314;1011,00;42,749232;20,315152;35,607696;35,406272;55,12547;25,184491;73,799271;31,463518
15:29:06,313;1012,00;42,747996;20,314538;35,611241;35,406272;55,176914;25,287369;73,902156;31,514964
15:29:07,314;1013,00;42,748614;20,313771;35,613244;35,406272;55,228357;25,287369;73,799271;31,412072
15:29:08,314;1014,00;42,747688;20,311777;35,616172;35,407967;55,331243;25,23593;73,799271;31,360626
15:29:09,313;1015,00;42,749695;20,312851;35,6191;35,409508;55,331243;25,184491;73,850713;31,56641
15:29:10,314;1016,00;42,748151;20,313311;35,621104;35,409508;55,228357;25,287369;73,747829;31,463518
15:29:11,315;1017,00;42,749077;20,31239;35,623107;35,411357;55,228357;25,23593;74,056483;31,463518
15:29:12,313;1018,00;42,748305;20,31239;35,624494;35,410895;55,228357;25,133052;73,902156;31,412072
15:29:13,314;1019,00;42,747996;20,310856;35,628038;35,412744;55,228357;25,184491;73,953598;31,412072
15:29:14,314;1020,00;42,747224;20,309015;35,630658;35,412128;55,2798;25,287369;73,953598;31,514964
15:29:15,313;1021,00;42,744599;20,306714;35,631737;35,414439;55,2798;25,23593;73,953598;31,463518
15:29:16,314;1022,00;42,744753;20,306253;35,632816;35,415518;55,331243;25,184491;74,056483;31,463518
15:29:17,314;1023,00;42,740583;20,301957;35,63636;35,419679;55,2798;25,23593;74,00504;31,412072
15:29:18,313;1024,00;42,740429;20,300116;35,638055;35,420296;55,331243;25,23593;73,850713;31,463518
15:29:19,314;1025,00;42,737186;20,299503;35,639288;35,422299;55,2798;25,390247;74,00504;31,514964
15:29:20,314;1026,00;42,735024;20,297201;35,63975;35,422761;55,2798;25,338808;74,00504;31,514964
15:29:21,313;1027,00;42,736259;20,296588;35,643757;35,425998;55,228357;25,133052;73,902156;31,412072
15:29:22,319;1028,00;42,733325;20,295667;35,64499;35,426768;55,228357;25,287369;73,953598;31,514964
15:29:23,359;1029,00;42,733634;20,293979;35,645607;35,431392;55,2798;25,184491;74,00504;31,514964
15:29:24,451;1030,00;42,73456;20,2949;35,645761;35,433395;55,228357;25,23593;73,902156;31,412072
15:29:25,627;1031,00;42,735487;20,293519;35,646839;35,439251;55,228357;25,338808;74,056483;31,463518
15:29:26,482;1032,00;42,734097;20,29444;35,647302;35,441563;55,228357;25,23593;74,00504;31,463518
15:29:27,314;1033,00;42,736259;20,292752;35,648997;35,443104;55,2798;25,287369;73,953598;31,412072
15:29:28,314;1034,00;42,736568;20,293826;35,648997;35,445724;55,176914;25,338808;74,00504;31,56641
15:29:29,314;1035,00;42,737031;20,293212;35,650692;35,447419;55,2798;25,287369;74,159367;31,463518
15:29:30,314;1036,00;42,737495;20,293366;35,652695;35,45343;55,228357;25,338808;74,159367;31,56641
15:29:31,314;1037,00;42,736723;20,293059;35,651925;35,456666;55,228357;25,23593;74,056483;31,412072
15:29:32,314;1038,00;42,737186;20,294746;35,652541;35,458053;55,228357;25,287369;74,107925;31,514964
15:29:33,314;1039,00;42,737031;20,293519;35,654699;35,461135;55,2798;25,23593;74,056483;31,56641
15:29:34,314;1040,00;42,737495;20,29536;35,654545;35,464372;55,2798;25,23593;74,107925;31,463518
15:29:35,314;1041,00;42,738113;20,296281;35,654391;35,466683;55,2798;25,338808;74,00504;31,514964
15:29:36,314;1042,00;42,738113;20,296434;35,654545;35,4673;55,331243;25,287369;74,107925;31,56641
15:29:37,314;1043,00;42,739811;20,295514;35,656548;35,465604;55,382687;25,338808;74,262252;31,514964
15:29:38,314;1044,00;42,740583;20,29536;35,656548;35,467916;55,2798;25,287369;74,313694;31,463518
15:29:39,314;1045,00;42,742282;20,296588;35,65624;35,466375;55,228357;25,23593;74,262252;31,617857
15:29:40,314;1046,00;42,741201;20,298275;35,656394;35,466375;55,176914;25,23593;74,262252;31,514964
15:29:41,314;1047,00;42,743518;20,297815;35,655161;35,4673;55,2798;25,184491;74,210809;31,514964
15:29:42,314;1048,00;42,743363;20,298122;35,654699;35,467146;55,228357;25,23593;74,210809;31,514964
15:29:43,314;1049,00;42,745217;20,297662;35,654853;35,466991;55,2798;25,23593;74,262252;31,56641
15:29:44,313;1050,00;42,746143;20,297662;35,654545;35,466683;55,331243;25,287369;74,159367;31,56641
15:29:45,314;1051,00;42,745217;20,296127;35,653158;35,466221;55,331243;25,287369;74,056483;31,56641
15:29:46,314;1052,00;42,745062;20,2949;35,652233;35,465142;55,382687;25,338808;74,159367;31,617857
15:29:47,313;1053,00;42,743981;20,295207;35,651154;35,461443;55,2798;25,287369;74,159367;31,617857
15:29:48,314;1054,00;42,743363;20,293672;35,650846;35,460365;55,43413;25,287369;74,056483;31,514964
15:29:49,314;1055,00;42,741047;20,295207;35,648997;35,459902;55,382687;25,338808;74,107925;31,669303
15:29:50,313;1056,00;42,739194;20,293979;35,650076;35,457899;55,2798;25,287369;74,159367;31,617857
15:29:51,314;1057,00;42,737649;20,291678;35,648072;35,45682;55,382687;25,23593;74,056483;31,56641
15:29:52,314;1058,00;42,737649;20,291831;35,648997;35,458207;55,331243;25,23593;73,902156;31,617857
15:29:53,313;1059,00;42,737649;20,290144;35,648997;35,45944;55,43413;25,23593;73,902156;31,56641
15:29:54,314;1060,00;42,735178;20,290297;35,649767;35,460981;55,43413;25,23593;73,953598;31,514964
15:29:55,314;1061,00;42,734406;20,287842;35,650538;35,463909;55,485573;25,287369;73,902156;31,56641
15:29:56,313;1062,00;42,732398;20,289683;35,650692;35,463601;55,2798;25,184491;74,00504;31,56641
15:29:57,314;1063,00;42,734869;20,288609;35,651771;35,463601;55,2798;25,287369;74,056483;31,617857
15:29:58,314;1064,00;42,733788;20,287689;35,65285;35,462676;55,228357;25,338808;73,850713;31,514964
15:29:59,313;1065,00;42,733479;20,286615;35,653312;35,461598;55,2798;25,287369;73,953598;31,669303
15:30:00,314;1066,00;42,733171;20,286462;35,655624;35,461598;55,331243;25,287369;73,799271;31,617857
15:30:01,314;1067,00;42,733788;20,284467;35,656394;35,460519;55,537016;25,390247;73,799271;31,56641
15:30:02,313;1068,00;42,731935;20,28324;35,657165;35,460673;55,43413;25,23593;73,747829;31,514964
15:30:03,314;1069,00;42,729464;20,282012;35,659476;35,461289;55,382687;25,287369;73,850713;31,669303
15:30:04,314;1070,00;42,727456;20,277716;35,659168;35,462368;55,43413;25,287369;73,850713;31,617857
15:30:05,313;1071,00;42,723904;20,275108;35,660555;35,460519;55,43413;25,23593;73,799271;31,56641
15:30:07,341;1072,00;42,720661;20,27204;35,662558;35,460827;55,382687;25,287369;73,850713;31,56641
15:30:08,313;1073,00;42,720198;20,269125;35,662558;35,460056;55,43413;25,338808;73,747829;31,56641
15:30:09,706;1074,00;42,716183;20,26713;35,662096;35,460365;55,382687;25,338808;73,902156;31,56641
15:30:10,314;1075,00;42,7168;20,266823;35,662712;35,462985;55,382687;25,338808;73,850713;31,617857
15:30:11,313;1076,00;42,711086;20,263141;35,662404;35,46283;55,331243;25,287369;73,799271;31,56641
15:30:12,314;1077,00;42,706762;20,257771;35,661171;35,464217;55,331243;25,390247;73,799271;31,617857
15:30:13,314;1078,00;42,703365;20,257771;35,662867;35,464372;55,331243;25,287369;73,696386;31,617857
15:30:14,544;1079,00;42,701975;20,254703;35,663329;35,465604;55,43413;25,390247;73,593502;31,514964
15:30:15,314;1080,00;42,700122;20,253168;35,663791;35,468533;55,43413;25,23593;73,593502;31,514964
15:30:16,314;1081,00;42,697187;20,251174;35,664099;35,468379;55,485573;25,338808;73,696386;31,669303
15:30:17,313;1082,00;42,694099;20,24519;35,663945;35,471615;55,43413;25,287369;73,696386;31,617857
15:30:18,314;1083,00;42,691164;20,245497;35,663329;35,472848;55,537016;25,338808;73,542059;31,56641
15:30:19,314;1084,00;42,690547;20,242122;35,663945;35,472385;55,43413;25,390247;73,593502;31,669303
15:30:20,314;1085,00;42,689466;20,241969;35,663945;35,47331;55,43413;25,287369;73,542059;31,56641
15:30:21,314;1086,00;42,68823;20,239821;35,665949;35,472848;55,43413;25,390247;73,542059;31,514964
15:30:22,314;1087,00;42,688693;20,240128;35,664716;35,476084;55,382687;25,338808;73,439175;31,56641
15:30:23,314;1088,00;42,687458;20,239821;35,665795;35,479629;55,382687;25,287369;73,542059;31,56641
15:30:24,342;1089,00;42,688539;20,239667;35,664562;35,48117;55,2798;25,23593;73,542059;31,617857
15:30:25,314;1090,00;42,687767;20,237212;35,66826;35,483019;55,43413;25,338808;73,439175;31,617857
15:30:26,314;1091,00;42,687612;20,238286;35,66749;35,483482;55,485573;25,287369;73,542059;31,617857
15:30:27,314;1092,00;42,685296;20,236445;35,66826;35,484406;55,43413;25,287369;73,696386;31,669303
15:30:28,314;1093,00;42,684678;20,235832;35,669647;35,485177;55,382687;25,287369;73,644944;31,669303
15:30:29,314;1094,00;42,687149;20,234758;35,672113;35,490725;55,43413;25,390247;73,696386;31,669303
15:30:30,314;1095,00;42,682362;20,234144;35,671959;35,493037;55,537016;25,390247;73,644944;31,720749
15:30:31,314;1096,00;42,679736;20,233684;35,67273;35,496427;55,331243;25,338808;73,593502;31,720749
15:30:32,545;1097,00;42,680663;20,234144;35,6735;35,499818;55,43413;25,338808;73,696386;31,720749
15:30:33,314;1098,00;42,682671;20,233224;35,672421;35,502746;55,43413;25,184491;73,747829;31,669303
15:30:34,314;1099,00;42,682362;20,233991;35,673808;35,50552;55,331243;25,287369;73,644944;31,617857
15:30:35,314;1100,00;42,682516;20,234911;35,675349;35,507369;55,43413;25,23593;73,747829;31,56641
15:30:36,314;1101,00;42,682207;20,235525;35,673962;35,510606;55,2798;25,338808;73,696386;31,669303
15:30:37,313;1102,00;42,685914;20,235678;35,674117;35,512301;55,43413;25,23593;73,696386;31,669303
15:30:38,314;1103,00;42,688848;20,236445;35,675041;35,515692;55,43413;25,390247;73,696386;31,56641
15:30:39,314;1104,00;42,690547;20,238286;35,675041;35,517849;55,485573;25,441686;73,644944;31,617857
15:30:40,313;1105,00;42,692091;20,240128;35,675658;35,520469;55,537016;25,338808;73,696386;31,669303
15:30:41,314;1106,00;42,694407;20,241508;35,675966;35,52201;55,485573;25,287369;73,644944;31,56641
15:30:42,314;1107,00;42,695334;20,243196;35,678277;35,526788;55,43413;25,441686;73,644944;31,617857
15:30:43,313;1108,00;42,697959;20,245037;35,678432;35,528945;55,485573;25,338808;73,696386;31,720749
15:30:44,314;1109,00;42,696261;20,244884;35,679973;35,530949;55,331243;25,287369;73,644944;31,617857
15:30:45,314;1110,00;42,698732;20,245037;35,679664;35,534185;55,331243;25,287369;73,593502;31,617857
15:30:54,566;1111,00;42,695643;20,240588;35,687678;35,557919;55,485573;25,441686;73,696386;31,56641
15:31:07,646;1112,00;42,669544;20,241815;35,70124;35,587048;55,742789;25,390247;73,490617;31,720749
15:31:14,919;1113,00;42,67464;20,2501;35,715572;35,619875;55,485573;25,390247;73,593502;31,720749
15:31:41,507;1114,00;42,703056;20,27296;35,788313;35,640527;55,382687;25,287369;73,902156;31,720749
15:32:15,640;1115,00;42,654409;20,234451;35,804649;35,62604;55,485573;25,441686;74,313694;31,823641
15:32:54,182;1116,00;42,653946;20,241508;35,828845;35,618642;55,331243;25,441686;74,159367;31,926533
15:33:09,416;1117,00;42,636959;20,231843;35,811893;35,652394;55,074027;25,493125;73,850713;31,772195
15:33:10,314;1118,00;42,635105;20,231843;35,811276;35,657172;55,12547;25,493125;73,902156;31,823641
15:33:11,314;1119,00;42,631862;20,230769;35,815591;35,67166;55,176914;25,544564;73,953598;31,926533
15:33:12,321;1120,00;42,632789;20,231536;35,819598;35,677825;55,176914;25,544564;74,107925;31,875087
15:33:13,314;1121,00;42,633098;20,230155;35,822218;35,688305;55,074027;25,544564;74,107925;31,875087
15:33:14,314;1122,00;42,630781;20,230002;35,827612;35,693391;55,228357;25,493125;74,262252;32,029425
15:33:15,313;1123,00;42,627847;20,230308;35,832236;35,701251;55,228357;25,441686;74,262252;32,029425
15:33:16,314;1124,00;42,624141;20,227087;35,843024;35,716047;55,228357;25,441686;74,210809;31,977979
15:33:17,314;1125,00;42,622597;20,227393;35,847185;35,721904;55,2798;25,493125;74,416579;31,977979
15:33:18,638;1126,00;42,62167;20,225706;35,859823;35,734388;55,331243;25,544564;74,313694;31,926533
15:33:19,314;1127,00;42,62167;20,225706;35,859823;35,734388;55,2798;25,493125;74,313694;31,875087
15:33:20,314;1128,00;42,61889;20,225246;35,869686;35,744406;55,228357;25,544564;74,416579;32,029425
15:33:21,313;1129,00;42,617191;20,222944;35,876159;35,749184;55,074027;25,544564;74,570906;31,875087
15:33:22,626;1130,00;42,617191;20,223711;35,881245;35,752729;55,2798;25,493125;74,725233;31,977979
15:33:23,967;1131,00;42,614103;20,221257;35,894807;35,760435;55,2798;25,493125;74,622348;31,926533
15:33:24,441;1132,00;42,612404;20,22095;35,900356;35,76321;55,228357;25,544564;74,622348;31,926533
15:33:25,597;1133,00;42,611014;20,218495;35,907753;35,768296;55,176914;25,544564;74,725233;31,977979
15:33:26,314;1134,00;42,608235;20,217881;35,914381;35,771687;55,2798;25,544564;74,87956;32,029425
15:33:27,313;1135,00;42,608235;20,218188;35,921008;35,776927;55,2798;25,596003;74,931002;31,977979
15:33:28,314;1136,00;42,609161;20,216654;35,934416;35,786945;55,228357;25,596003;74,931002;31,926533
15:33:29,314;1137,00;42,607771;20,215733;35,94166;35,79311;55,2798;25,493125;74,931002;31,926533
15:33:30,314;1138,00;42,607462;20,21604;35,949828;35,799121;55,2798;25,441686;75,033886;32,080871
15:33:34,159;1139,00;42,606536;20,214506;35,984968;35,834109;55,331243;25,544564;75,136771;32,029425
15:33:37,260;1140,00;42,606227;20,214813;36,006545;35,868171;55,176914;25,544564;75,239656;31,977979
15:33:40,272;1141,00;42,606072;20,214046;36,034134;35,89499;55,176914;25,493125;75,291098;32,029425
15:33:45,511;1142,00;42,60808;20,216501;36,087153;35,959881;55,074027;25,544564;75,239656;32,029425
15:33:46,921;1143,00;42,607308;20,214506;36,095784;35,96805;55,022584;25,493125;75,34254;32,080871
15:33:47,572;1144,00;42,60669;20,21512;36,10272;35,976836;55,2798;25,493125;75,393983;32,132318
15:33:48,314;1145,00;42,607462;20,216501;36,109656;35,987625;54,868254;25,647442;75,496867;32,080871
15:33:49,314;1146,00;42,606999;20,215887;36,117671;35,998569;54,919698;25,544564;75,291098;32,029425
15:33:50,314;1147,00;42,607771;20,216347;36,132467;36,019378;55,022584;25,596003;75,34254;32,132318
15:33:51,314;1148,00;42,604374;20,216194;36,139557;36,030784;54,971141;25,647442;75,393983;32,080871
15:33:52,948;1149,00;42,606227;20,219722;36,153275;36,049589;55,12547;25,493125;75,393983;32,029425
15:33:53,575;1150,00;42,606381;20,219262;36,160673;36,058067;55,074027;25,596003;75,393983;32,132318
15:33:54,314;1151,00;42,610088;20,220029;36,16838;36,065928;54,971141;25,596003;75,34254;32,132318
15:33:55,314;1152,00;42,609161;20,219569;36,17547;36,073018;55,022584;25,647442;75,136771;32,132318
15:33:56,313;1153,00;42,612404;20,221563;36,184872;36,08165;55,022584;25,544564;75,291098;32,183764
15:33:57,314;1154,00;42,612713;20,22187;36,192116;36,093827;54,971141;25,493125;75,239656;32,132318
15:33:58,390;1155,00;42,614257;20,223865;36,207221;36,115407;55,022584;25,544564;75,239656;32,183764
15:33:59,313;1156,00;42,614875;20,223711;36,213695;36,126968;54,971141;25,544564;75,239656;32,183764
15:34:00,314;1157,00;42,615647;20,223865;36,220785;36,136833;54,971141;25,544564;75,239656;32,183764
15:34:01,593;1158,00;42,61611;20,223251;36,229262;36,146082;55,022584;25,544564;75,188213;32,183764
15:34:02,313;1159,00;42,615029;20,222177;36,237277;36,153635;54,971141;25,647442;75,291098;32,23521
15:34:03,314;1160,00;42,615956;20,223098;36,252228;36,168279;55,074027;25,493125;75,239656;32,132318
15:34:04,516;1161,00;42,615493;20,222331;36,261168;36,174599;54,919698;25,544564;75,239656;32,183764
15:34:05,313;1162,00;42,614103;20,222024;36,267488;36,181535;55,022584;25,75032;75,188213;32,23521
15:34:06,314;1163,00;42,614875;20,221563;36,275503;36,187393;55,12547;25,647442;75,239656;32,23521
15:34:07,314;1164,00;42,613948;20,220796;36,291995;36,200033;55,074027;25,596003;75,136771;32,029425
15:34:08,313;1165,00;42,615029;20,220029;36,300627;36,204657;54,971141;25,493125;75,239656;32,23521
15:34:09,314;1166,00;42,615184;20,220489;36,307717;36,210977;55,022584;25,544564;75,291098;32,183764
15:34:10,314;1167,00;42,613022;20,220643;36,314653;36,214523;54,919698;25,544564;75,239656;32,23521
15:34:11,313;1168,00;42,616728;20,219722;36,327755;36,223001;54,919698;25,596003;75,239656;32,286656
15:34:12,314;1169,00;42,615802;20,218495;36,335;36,225775;54,816811;25,596003;75,34254;32,286656
15:34:13,753;1170,00;42,612559;20,217881;36,347639;36,235487;54,713925;25,596003;75,291098;32,183764
15:34:14,313;1171,00;42,612559;20,217881;36,347639;36,235487;54,713925;25,544564;75,239656;32,286656
15:34:15,314;1172,00;42,616419;20,217421;36,360433;36,243811;54,713925;25,596003;75,34254;32,286656
15:34:16,314;1173,00;42,616265;20,216347;36,36814;36,246894;54,713925;25,647442;75,291098;32,183764
15:34:17,313;1174,00;42,616265;20,216807;36,372148;36,252751;54,662481;25,698881;75,188213;32,286656
15:34:18,314;1175,00;42,616574;20,217881;36,379392;36,256913;54,559595;25,647442;75,34254;32,440994
15:34:19,314;1176,00;42,618427;20,217728;36,384787;36,263079;54,611038;25,544564;75,239656;32,183764
15:34:20,313;1177,00;42,61889;20,219569;36,396194;36,274795;54,456709;25,647442;75,188213;32,338102
15:34:21,314;1178,00;42,617037;20,219109;36,401897;36,28019;54,456709;25,698881;75,393983;32,338102
15:34:22,314;1179,00;42,618736;20,219109;36,406521;36,284352;54,456709;25,647442;75,34254;32,183764
15:34:23,314;1180,00;42,616728;20,218648;36,409912;36,288206;54,405265;25,544564;75,239656;32,338102
15:34:24,314;1181,00;42,62028;20,218188;36,418853;36,298842;54,508152;25,596003;75,34254;32,286656
